Komentar,comment_clean,comment_preprocessing,comment_DLD,label
"Lol tampa paradigma/gagasan
Apa yang bisa anda lakukan apakah hanya menunggu dorongan cukong tentang apa yang akan di kerjakan.! 
Omongan menunjukkan pemikiran.
Dalam era pak lurah banyak pembangunan bukan dari ke inginkan pmerintah dalam arti apa yang rakyat butuh kan, 
Yang terjadi pembangunan di lakukan atas permintaan, an pngusaha itu sebap nya banyak terjadi penggusuran.",lol tampa paradigma gagasan apa yang bisa anda lakukan apakah hanya menunggu dorongan cukong tentang apa yang akan di kerjakan omongan menunjukkan pemikiran dalam era pak lurah banyak pembangunan bukan dari ke inginkan pmerintah dalam arti apa yang rakyat butuh kan yang terjadi pembangunan di lakukan atas permintaan an pngusaha itu sebap nya banyak terjadi penggusuran,"['tertawa', 'tampak', 'paradigma', 'gagas', 'laku', 'tunggu', 'dorong', 'kerja', 'omong', 'pikir', 'era', 'lurah', 'bangun', 'pmerintah', 'arti', 'rakyat', 'butuh', 'bangun', 'laku', 'minta', 'pngusaha', 'bap', 'gusur']","['tertawa', 'tampak', 'parama', 'gagas', 'laku', 'tunggu', 'dorong', 'kerja', 'omong', 'pikir', 'era', 'lurah', 'bangun', 'pmn', 'arti', 'rakyat', 'butuh', 'bangun', 'laku', 'minta', 'pneumatika', 'bak', 'gusur']",Negatif
"Kapan itu mau selesainya ibu kota tong? Dan janji dana pembangunan tdk akan ngambil dr APBN bicaranya, tapi tadi orang KSP sudah diajukan dan dianggarkan melalui dana APBN. Mana yg bener jangan trs2an rakyat dibohongi yg tidak mendukung IKN.",kapan itu mau selesainya ibu kota tong dan janji dana pembangunan tdk akan ngambil dr apbn bicaranya tapi tadi orang ksp sudah diajukan dan dianggarkan melalui dana apbn mana yg bener jangan trs an rakyat dibohongi yg tidak mendukung ikn,"['selesai', 'kota', 'tong', 'janji', 'dana', 'bangun', 'ngambil', 'apbn', 'bicara', 'orang', 'aju', 'anggar', 'dana', 'apbn', 'rakyat', 'bohong', 'dukung', 'ikn']","['selesai', 'kota', 'tong', 'janji', 'dana', 'bangun', 'ngemis', 'apbn', 'bicara', 'orang', 'aji', 'anggar', 'dana', 'apbn', 'rakyat', 'bohong', 'dukung', 'ikn']",Negatif
"Yg dibutuhkan itu pembangunan dan pertumbuhan manusia atau masyarakatnya setelah masyarakatnya cerdas dan sehat, tentunya pembangunan dan pertumbuhan infrastruktur bahkan mengenai IKN akan bisa dibangun terwujud dgn lebih baik..",yg dibutuhkan itu pembangunan dan pertumbuhan manusia atau masyarakatnya setelah masyarakatnya cerdas dan sehat tentunya pembangunan dan pertumbuhan infrastruktur bahkan mengenai ikn akan bisa dibangun terwujud dgn lebih baik,"['butuh', 'bangun', 'tumbuh', 'manusia', 'masyarakat', 'masyarakat', 'cerdas', 'sehat', 'bangun', 'tumbuh', 'infrastruktur', 'ikn', 'bangun', 'wujud']","['butuh', 'bangun', 'tumbuh', 'manusia', 'masyarakat', 'masyarakat', 'cerdas', 'sehat', 'bangun', 'tumbuh', 'infrastruktur', 'ikn', 'bangun', 'wujud']",Positif
Paling jika IKN jadi yg menikmatinya para origarki dan rezim jokowi.,paling jika ikn jadi yg menikmatinya para origarki dan rezim jokowi,"['ikn', 'nikmat', 'origarki', 'rezim', 'jokowi']","['ikn', 'nikmat', 'organik', 'rezim', 'jokowi']",Negatif
"IKN solusi terbaik buat negara..keren, bagus, simbol pemerataan",ikn solusi terbaik buat negara keren bagus simbol pemerataan,"['ikn', 'solusi', 'baik', 'negara', 'keren', 'bagus', 'simbol', 'perata']","['ikn', 'solusi', 'baik', 'negara', 'keren', 'bagus', 'simbol', 'peraga']",Positif
"Bisa kerja tapi NGUTANG Mulu sampe ribuan triliun, situ waras...??",bisa kerja tapi ngutang mulu sampe ribuan triliun situ waras,"['kerja', 'ngutang', 'ribu', 'trilliun', 'situ', 'waras']","['kerja', 'ngepung', 'ribu', 'triliun', 'situ', 'waras']",Negatif
bangsa Indonesia🇲🇨 akan maju 💪,bangsa indonesia akan maju,"['bangsa', 'indonesia', 'maju']","['bangsa', 'indonesia', 'maju']",Positif
"Tekanan BARAT,EROPA,AMRIK,CIA,VOC,MAFIA,KAYUSENGON,CAPLIN luar biasa BESAR tak akan ada yg berani dn mampu menghadapi kecuali P.JOKOWI Karena terbukti berjuta cara dn sekenario di buat oleh BARAT,EROPA,AMRIK,KAYUSENGON,CAPLIN,IMIGRANyaman utk menjatuhkn P.JOKOWI tp sll GAGAL,tujuan MEREKA PERAMPOKKAN gnEMAS,PERAMPOKKAN blokMINYAK,PERAMPOKKAN SDA bumipertiwi,PERAMPOKKAN EKONOMI,PERAMPOKKAN BUMN,PERAMPOKKAN APBN,dn PERAMPOKKAN PERBANKAN.krn gampir 10 thn belakang PERAMPOKKANNYA di hentikan PRESIDEN JOKOWI.",tekanan barat eropa amrik cia voc mafia kayusengon caplin luar biasa besar tak akan ada yg berani dn mampu menghadapi kecuali p jokowi karena terbukti berjuta cara dn sekenario di buat oleh barat eropa amrik kayusengon caplin imigranyaman utk menjatuhkn p jokowi tp sll gagal tujuan mereka perampokkan gnemas perampokkan blokminyak perampokkan sda bumipertiwi perampokkan ekonomi perampokkan bumn perampokkan apbn dn perampokkan perbankan krn gampir thn belakang perampokkannya di hentikan presiden jokowi,"['tekan', 'barat', 'eropa', 'voc', 'mafia', 'kayu', 'berani', 'hadap', 'kecuali', 'p', 'jokowi', 'bukti', 'juta', 'skenario', 'barat', 'eropa', 'kayu', 'menjatuhkn', 'p', 'jokowi', 'gagal', 'tuju', 'rampok', 'rampok', 'rampok', 'rampok', 'ekonomi', 'rampok', 'bumn', 'rampok', 'apbn', 'rampok', 'perban', 'gampir', 'rampok', 'henti', 'presiden', 'jokowi']","['tekan', 'barat', 'eropa', 'voc', 'mafia', 'kayu', 'berani', 'hadapi', 'kecuali', 'p', 'jokowi', 'bukti', 'juta', 'skenario', 'barat', 'eropa', 'kayu', 'menjauhkan', 'p', 'jokowi', 'gagal', 'tujuh', 'rampok', 'rampok', 'rampok', 'rampok', 'ekonomi', 'rampok', 'bumn', 'rampok', 'apbn', 'rampok', 'peran', 'gambir', 'rampok', 'henti', 'presiden', 'jokowi']",Negatif
"Lahh pemimpin kan harus bisa ngomong untuk mengutrakan ide atau gagasan, dia bukan kuli atau pegawai yg tugasnya cmn kerja..",lahh pemimpin kan harus bisa ngomong untuk mengutrakan ide atau gagasan dia bukan kuli atau pegawai yg tugasnya cmn kerja,"['pimpin', 'ngomong', 'mengutrakan', 'ide', 'gagas', 'kuli', 'pegawai', 'tugas', 'kerja']","['pimpin', 'ngepung', 'mengotakan', 'ide', 'gagas', 'kuli', 'pegawai', 'tugas', 'kerja']",Negatif
"Bikin apa2 itu boleh. Asal sesuai kemampuan dan bermanfaat utk rakyat byk, SbnrY membuat pemerataan ekonomi tdk perlu Bikin IKN. dana ikn itu cepat akan terasa buat rakyat byk klo utk memperbaiki ekonomi rakyat. Klo nunggu ikn jadi kpn rakyatY menikmati pemerataan? Keburu pada mati blm merasakan pemerataan itu. Ayo buktikan",bikin apa itu boleh asal sesuai kemampuan dan bermanfaat utk rakyat byk sbnry membuat pemerataan ekonomi tdk perlu bikin ikn dana ikn itu cepat akan terasa buat rakyat byk klo utk memperbaiki ekonomi rakyat klo nunggu ikn jadi kpn rakyaty menikmati pemerataan keburu pada mati blm merasakan pemerataan itu ayo buktikan,"['sesuai', 'mampu', 'manfaat', 'rakyat', 'perata', 'ekonomi', 'ikn', 'dana', 'ikn', 'cepat', 'rakyat', 'baik', 'ekonomi', 'rakyat', 'nunggu', 'ikn', 'rakyat', 'nikmat', 'perata', 'keburu', 'mati', 'rasa', 'perata', 'bukti']","['sesuai', 'mampu', 'manfaat', 'rakyat', 'peraga', 'ekonomi', 'ikn', 'dana', 'ikn', 'cepat', 'rakyat', 'baik', 'ekonomi', 'rakyat', 'nunung', 'ikn', 'rakyat', 'nikmat', 'peraga', 'keliru', 'mati', 'rasa', 'peraga', 'bukti']",Negatif
"Pilihlah capres asli putra daerah NKRI, agar adab budaya Indonesia tetap terjaga dan pembangunan infrastruktur diseluruh Indonesia dan IKN pasti dilanjutkan untuk kemajuan ekonomi Indonesia dan demi masa depan anak cucu rakyat Indonesia dan FPI dan HTI TIDAK hidup lagi, demi keamanan, kenyamanan dan kerukunan rakyat Indonesia, aamiin yra..",pilihlah capres asli putra daerah nkri agar adab budaya indonesia tetap terjaga dan pembangunan infrastruktur diseluruh indonesia dan ikn pasti dilanjutkan untuk kemajuan ekonomi indonesia dan demi masa depan anak cucu rakyat indonesia dan fpi dan hti tidak hidup lagi demi keamanan kenyamanan dan kerukunan rakyat indonesia aamiin yra,"['pilih', 'capres', 'asli', 'daerah', 'nkri', 'adab', 'budaya', 'indonesia', 'jaga', 'bangun', 'infrastruktur', 'seluruh', 'indonesia', 'ikn', 'lanjut', 'maju', 'ekonomi', 'indonesia', 'anak', 'cucu', 'rakyat', 'indonesia', 'fpi', 'hati', 'hidup', 'aman', 'nyaman', 'rukun', 'rakyat', 'indonesia']","['pilih', 'capres', 'asli', 'daerah', 'nkri', 'adab', 'budaya', 'indonesia', 'jaga', 'bangun', 'infrastruktur', 'seluruh', 'indonesia', 'ikn', 'lanjut', 'maju', 'ekonomi', 'indonesia', 'anak', 'cucu', 'rakyat', 'indonesia', 'fpi', 'hati', 'hidup', 'aman', 'nyaman', 'rukun', 'rakyat', 'indonesia']",Positif
Sama bisa ngutang yaa,sama bisa ngutang yaa,['ngutang'],['ngepung'],Negatif
Malin Kundang mau bikin istana baru...soal UU ikn bisa direvisi jika Anies/Ganjar jadi presiden sbb PDIP.nasdem.pks dan PKB cukup untuk mengantar UU Ikn direvisi.ayo selain group Malin Kundang bersatulah kita hentikan kerakusan yg menuju orba.,malin kundang mau bikin istana baru soal uu ikn bisa direvisi jika anies ganjar jadi presiden sbb pdip nasdem pks dan pkb cukup untuk mengantar uu ikn direvisi ayo selain group malin kundang bersatulah kita hentikan kerakusan yg menuju orba,"['maling', 'kundang', 'istana', 'ikn', 'revisi', 'ganjar', 'presiden', 'pdip', 'nasdem', 'pks', 'pkb', 'antar', 'ikn', 'revisi', 'grup', 'maling', 'kundang', 'satu', 'henti', 'rakus', 'orba']","['malang', 'kudung', 'istana', 'ikn', 'revisi', 'ganjar', 'presiden', 'pdip', 'nasdem', 'pks', 'pkb', 'antar', 'ikn', 'revisi', 'grup', 'malang', 'kudung', 'satu', 'henti', 'ratus', 'ora']",Negatif
"Kerja apa, kerja ngutang",kerja apa kerja ngutang,"['kerja', 'kerja', 'ngutang']","['kerja', 'kerja', 'ngepung']",Negatif
"​ @amirundu2248 betul sekali, aku merasakannya",betul sekali aku merasakannya,['rasa'],['rasa'],Positif
"Rakyat gk butuh pemimpin yg hanya sekedar bisa bekerja.
Tp pemimpin yg jujur, bersih dan bukan pencitraan seperti planga plongo",rakyat gk butuh pemimpin yg hanya sekedar bisa bekerja tp pemimpin yg jujur bersih dan bukan pencitraan seperti planga plongo,"['rakyat', 'butuh', 'pimpin', 'dar', 'pimpin', 'jujur', 'bersih', 'citra', 'planga', 'plongo']","['rakyat', 'butuh', 'pimpin', 'da', 'pimpin', 'jujur', 'bersih', 'cita', 'plasma', 'plago']",Negatif
"IKN adalah proyek menghamburkan uang yg menghabiskan dana sangat banyak. Seharus nya kondisi negara spt ini,lebih baik pikirkan dulu kesejahteraan rakyat, bukan membangun sesuatu yg tidak tepat waktu nya.",ikn adalah proyek menghamburkan uang yg menghabiskan dana sangat banyak seharus nya kondisi negara spt ini lebih baik pikirkan dulu kesejahteraan rakyat bukan membangun sesuatu yg tidak tepat waktu nya,"['ikn', 'proyek', 'hambur', 'uang', 'habis', 'dana', 'harus', 'kondisi', 'negara', 'pikir', 'sejahtera', 'rakyat', 'bangun']","['ikn', 'proyek', 'hancur', 'uang', 'habis', 'dana', 'harus', 'kondisi', 'negara', 'pikir', 'sejahtera', 'rakyat', 'bangun']",Negatif
"Utang negara bertumpuk, malah bangun yg gak perlu. Utang mau dibayar pake apa ???",utang negara bertumpuk malah bangun yg gak perlu utang mau dibayar pake apa,"['utang', 'negara', 'tumpuk', 'bangun', 'utang', 'bayar', 'pakai']","['utang', 'negara', 'turpuk', 'bangun', 'utang', 'bayar', 'pakai']",Negatif
" @bundamia6839  gampang kok ngukur perekonomian rakyat kecil, asal pengemis semakin banyak, pengamen bertambah, tiap Prapatan atau puteran balik jalan banyak pak ogah di situlah artinya ekonomi rakyat bawah sedang sulit.",gampang kok ngukur perekonomian rakyat kecil asal pengemis semakin banyak pengamen bertambah tiap prapatan atau puteran balik jalan banyak pak ogah di situlah artinya ekonomi rakyat bawah sedang sulit,"['gampang', 'ngukur', 'ekonomi', 'rakyat', 'emis', 'amen', 'tambah', 'prapatan', 'puter', 'jalan', 'ogah', 'situ', 'ekonomi', 'rakyat', 'sulit']","['gampang', 'ngalor', 'ekonomi', 'rakyat', 'emil', 'amer', 'tambah', 'prapesan', 'puber', 'jalan', 'ogah', 'situ', 'ekonomi', 'rakyat', 'sulit']",Negatif
Jgn membuat kecemburuan pada 1 titik sj sebap kita di papua masih membutukan perhatian pembangunan di sini,jgn membuat kecemburuan pada titik sj sebap kita di papua masih membutukan perhatian pembangunan di sini,"['cemburu', 'titik', 'bap', 'papua', 'membutukan', 'perhati', 'bangun']","['cembung', 'titik', 'bak', 'papua', 'membukukan', 'permata', 'bangun']",Negatif
" @SuparnoKirun  sebelum di tangan ganjar memang sudah miskin
Kamu tahu ga sih arti MENURUNKAN ANGKA KEMISKI NAN CAPAI10%/14%.
DAN KAMU TAHU GA ARTI KATA MENAIKAN ANGKA KEMISKINAN EXTRIM?, 
MANA KERJA LEBIH BAGUS 
YG MENURUNKAN ATAU MENAIKAN KEMISKINAN? SALAM CERDAS 
SALAM PERSATUAN.",sebelum di tangan ganjar memang sudah miskin kamu tahu ga sih arti menurunkan angka kemiski nan capai dan kamu tahu ga arti kata menaikan angka kemiskinan extrim mana kerja lebih bagus yg menurunkan atau menaikan kemiskinan salam cerdas salam persatuan,"['tangan', 'ganjar', 'miskin', 'tahun', 'arti', 'turun', 'angka', 'miskin', 'nan', 'capai', 'tahun', 'arti', 'naik', 'angka', 'miskin', 'extrim', 'kerja', 'bagus', 'turun', 'naik', 'miskin', 'cerdas', 'satu']","['tangan', 'ganjar', 'miskin', 'tahun', 'arti', 'turun', 'angka', 'miskin', 'nah', 'canai', 'tahun', 'arti', 'naik', 'angka', 'miskin', 'exterior', 'kerja', 'bagus', 'turun', 'naik', 'miskin', 'cerdas', 'satu']",Negatif
" @syadamhusain8407  hny orang"" bodoh bro, yng percaya pembangunan IKN dngn alasan pemerataan, nyatanya di Jawa saja masih bnyk yng kurang termasuk infrastruktur jalan dan pendidikan, apalagi yng ada di Papua dan sumatera",hny orang bodoh bro yng percaya pembangunan ikn dngn alasan pemerataan nyatanya di jawa saja masih bnyk yng kurang termasuk infrastruktur jalan dan pendidikan apalagi yng ada di papua dan sumatera,"['hanya', 'orang', 'bodoh', 'percaya', 'bangun', 'ikn', 'alas', 'perata', 'jawa', 'infrastruktur', 'jalan', 'didik', 'papua', 'sumatera']","['hanya', 'orang', 'bodoh', 'percaya', 'bangun', 'ikn', 'alas', 'peraga', 'jawa', 'infrastruktur', 'jalan', 'didik', 'papua', 'sumatera']",Negatif
"Kerja cuman numpuk hutang dan naikin harga2 aja bangga, anak STM juga bisa😂",kerja cuman numpuk hutang dan naikin harga aja bangga anak stm juga bisa,"['kerja', 'numpuk', 'hutang', 'naikin', 'harga', 'bangga', 'anak', 'stm']","['kerja', 'numero', 'hutang', 'naik', 'harga', 'bangga', 'anak', 'st']",Negatif
" @dewibintani6826  coba tanya asal usul  orang sukses hampir rata rata modal utangan awal mulanya ,gak modal dengkul",coba tanya asal usul orang sukses hampir rata rata modal utangan awal mulanya gak modal dengkul,"['coba', 'usul', 'orang', 'sukses', 'modal', 'utang', 'modal', 'dengkul']","['coba', 'usul', 'orang', 'sukses', 'modal', 'utang', 'modal', 'dengkul']",Negatif
proyeknya jok yg sudah berhasil sesuai rencana ada?,proyeknya jok yg sudah berhasil sesuai rencana ada,"['proyek', 'jok', 'hasil', 'sesuai', 'rencana']","['proyek', 'job', 'hasil', 'sesuai', 'rencana']",Negatif
"coba main ke jakarta, seperti apa keadaannya. dengan dibangunnya IKN justru akan memberikan dampak yang baik bagi semu arakyat Indonesia",coba main ke jakarta seperti apa keadaannya dengan dibangunnya ikn justru akan memberikan dampak yang baik bagi semu arakyat indonesia,"['coba', 'main', 'jakarta', 'ada', 'bangun', 'ikn', 'dampak', 'semu', 'rakyat', 'indonesia']","['coba', 'main', 'jakarta', 'ada', 'bangun', 'ikn', 'dampak', 'semu', 'rakyat', 'indonesia']",Positif
benerin urus jakarta baru pindah ibu kota,benerin urus jakarta baru pindah ibu kota,"['benerin', 'urus', 'jakarta', 'pindah', 'kota']","['benefit', 'urus', 'jakarta', 'pindah', 'kota']",Negatif
"Orang "" yg waras  pasti ny lebih setuju",orang yg waras pasti ny lebih setuju,"['orang', 'waras', 'tuju']","['orang', 'waras', 'tujuh']",Positif
"hujat ibu kota baru, urgensi kurang bisa di nalar",hujat ibu kota baru urgensi kurang bisa di nalar,"['hujat', 'kota', 'urgensi', 'nalar']","['hubat', 'kota', 'urusy', 'nazar']",Negatif
"IKN menimbulkan banyak stigma negatif, tidak usah dilanjutkan",ikn menimbulkan banyak stigma negatif tidak usah dilanjutkan,"['ikn', 'timbul', 'stigma', 'negatif', 'lanjut']","['ikn', 'timbul', 'strata', 'negatif', 'lanjut']",Negatif
"IKN sih boleh aja klu ga melibatkan keterpurukan bangsa.nyatanya epek negatifnya lebih banyak dibanding epek positif.
utang negara aja meluap  pemerintah sekarang rezim egois ambisius.",ikn sih boleh aja klu ga melibatkan keterpurukan bangsa nyatanya epek negatifnya lebih banyak dibanding epek positif utang negara aja meluap pemerintah sekarang rezim egois ambisius,"['ikn', 'libat', 'puruk', 'bangsa', 'negatif', 'banding', 'positif', 'utang', 'negara', 'luap', 'perintah', 'rezim', 'egois', 'ambisi']","['ikn', 'lipat', 'pujuk', 'bangsa', 'negatif', 'bandeng', 'positif', 'utang', 'negara', 'luas', 'perintah', 'rezim', 'ego', 'ambisi']",Negatif
fokuskan ke pemberantasan kemiskinan saja daripada pindah ibu kota,fokuskan ke pemberantasan kemiskinan saja daripada pindah ibu kota,"['fokus', 'berantas', 'miskin', 'pindah', 'kota']","['fokus', 'beranda', 'miskin', 'pindah', 'kota']",Negatif
"IKN sangat bagus, dan semoga menjadi pembangunan yang berkelanjutan semua aspek teratasi dan tidak jawa sentris",ikn sangat bagus dan semoga menjadi pembangunan yang berkelanjutan semua aspek teratasi dan tidak jawa sentris,"['ikn', 'bagus', 'moga', 'bangun', 'lanjut', 'aspek', 'atas', 'jawa', 'sentris']","['ikn', 'bagus', 'moga', 'bangun', 'lanjut', 'aspek', 'atas', 'jawa', 'segaris']",Positif
IKN ini jujur saja seperti kota baru yang akan menjadi ikon Negara Indonesia yang maju,ikn ini jujur saja seperti kota baru yang akan menjadi ikon negara indonesia yang maju,"['ikn', 'jujur', 'kota', 'ikon', 'negara', 'indonesia', 'maju']","['ikn', 'jujur', 'kota', 'ikon', 'negara', 'indonesia', 'maju']",Positif
Kerja numpuk utang,kerja numpuk utang,"['kerja', 'numpuk', 'utang']","['kerja', 'numero', 'utang']",Negatif
"tidak usah pindah, di Jakarta saja, untuk apa pindah ke IKN?",tidak usah pindah di jakarta saja untuk apa pindah ke ikn,"['pindah', 'jakarta', 'pindah', 'ikn']","['pindah', 'jakarta', 'pindah', 'ikn']",Negatif
"Kritik terus untuk IKN, menurut saya masih kurang bisa diterima rakyat",kritik terus untuk ikn menurut saya masih kurang bisa diterima rakyat,"['kritik', 'ikn', 'terima', 'rakyat']","['kritik', 'ikn', 'terima', 'rakyat']",Negatif
Kritik² ngrubah² uu yg sdh diputuskan. Sdh star balik mundur...pesimis bangsa menjadi letoy,kritik ngrubah uu yg sdh diputuskan sdh star balik mundur pesimis bangsa menjadi letoy,"['kritik', 'ngrubah', 'putus', 'star', 'mundur', 'pesimis', 'bangsa', 'letoy']","['kritik', 'ngurah', 'putus', 'star', 'mundur', 'pesisir', 'bangsa', 'letih']",Negatif
​ @melkykupangmelkykupang1272 kritik mrnghambat maju kedepan. Pesimis terus makin bangsa ini letoy ketinggalan kereta.,kritik mrnghambat maju kedepan pesimis terus makin bangsa ini letoy ketinggalan kereta,"['kritik', 'mrnghambat', 'maju', 'depan', 'pesimis', 'bangsa', 'letoy', 'tinggal', 'kereta']","['kritik', 'mr', 'maju', 'depan', 'pesisir', 'bangsa', 'letih', 'tinggal', 'kereta']",Negatif
Bosen dgn kritikan mulu,bosen dgn kritikan mulu,"['bosan', 'kritik']","['bosan', 'kritik']",Negatif
Dulu bikin tol lintas propinsi dikritik mulu sekarang sdh jadi dan sangat membantu Rakyat. Kalau dia gk bakal bikin tol yg ada gitu² sja.,dulu bikin tol lintas propinsi dikritik mulu sekarang sdh jadi dan sangat membantu rakyat kalau dia gk bakal bikin tol yg ada gitu sja,"['tol', 'lintas', 'propinsi', 'kritik', 'bantu', 'rakyat', 'tol']","['tol', 'lintas', 'provinsi', 'kritik', 'bantu', 'rakyat', 'tol']",Negatif
"sedikit bicara banyak ngutang tong,,, wkwkwk",sedikit bicara banyak ngutang tong wkwkwk,"['bicara', 'ngutang', 'tong']","['bicara', 'ngepung', 'tong']",Negatif
Ikn belum ada AMDAL  pesanan  oligarki uangnya mana.ngutang lagi,ikn belum ada amdal pesanan oligarki uangnya mana ngutang lagi,"['ikn', 'pesan', 'oligarki', 'uang', 'ngutang']","['ikn', 'pesan', 'oligark', 'uang', 'ngepung']",Negatif
